id_abandon,annee_scolaire,region,code_region,province,milieu,cycle,niveau_classe,genre,age_abandon,motif_principal,distance_etablissement,revenu_menage_mensuel,nb_enfants_menage,parent_analphabete,retour_ecole
AB403704,2023-2024,Fès-Meknès,FES,Fès,Urbain,Collégial,Année 2,Masculin,14,Difficultés scolaires,1–5 km,< 2000 MAD,7,1,0
AB403705,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Collégial,Année 2,Féminin,14,Difficultés économiques,1–5 km,2000-4000 MAD,5,1,0
AB403706,2017-2018,Casablanca-Settat,CAS,Casablanca,Rural,Qualifiant,Année 2,Féminin,16,Difficultés scolaires,1–5 km,2000-4000 MAD,7,0,0
AB403707,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Qualifiant,Année 2,Masculin,17,Difficultés économiques,1–5 km,2000-4000 MAD,4,0,0
AB403708,2018-2019,Casablanca-Settat,CAS,Mohammadia,Rural,Collégial,Année 1,Féminin,15,Travail enfant,5–15 km,4000-7000 MAD,4,0,0
AB403709,2023-2024,Marrakech-Safi,MAR,Youssoufia,Rural,Collégial,Année 3,Masculin,14,Difficultés scolaires,< 1 km,< 2000 MAD,8,1,0
AB403710,2020-2021,Casablanca-Settat,CAS,Khouribga,Rural,Primaire,Année 1,Féminin,10,Éloignement de l'établissement,< 1 km,2000-4000 MAD,8,1,1
AB403711,2018-2019,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Primaire,Année 6,Masculin,7,Travail enfant,< 1 km,4000-7000 MAD,8,0,1
AB403712,2020-2021,Casablanca-Settat,CAS,Casablanca,Rural,Collégial,Année 1,Féminin,14,Grossesse,5–15 km,< 2000 MAD,7,0,1
AB403713,2015-2016,Fès-Meknès,FES,Ifrane,Rural,Primaire,Année 6,Masculin,7,Difficultés économiques,> 15 km,2000-4000 MAD,4,1,0
AB403714,2020-2021,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Primaire,Année 3,Féminin,12,Difficultés économiques,> 15 km,> 7000 MAD,5,0,0
AB403715,2023-2024,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Primaire,Année 1,Masculin,9,Handicap,1–5 km,4000-7000 MAD,8,1,0
AB403716,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Qualifiant,Année 3,Masculin,17,Travail enfant,5–15 km,2000-4000 MAD,5,1,0
AB403717,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Primaire,Année 1,Féminin,8,Travail enfant,1–5 km,2000-4000 MAD,6,0,0
AB403718,2018-2019,Fès-Meknès,FES,Meknès,Urbain,Primaire,Année 6,Féminin,7,Manque d'infrastructures,1–5 km,< 2000 MAD,6,0,0
AB403719,2018-2019,Casablanca-Settat,CAS,El Jadida,Rural,Collégial,Année 1,Féminin,15,Travail enfant,1–5 km,< 2000 MAD,8,0,0
AB403720,2017-2018,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 3,Masculin,14,Difficultés économiques,< 1 km,2000-4000 MAD,7,0,0
AB403721,2019-2020,Casablanca-Settat,CAS,Settat,Rural,Qualifiant,Année 1,Féminin,18,Travail enfant,< 1 km,> 7000 MAD,6,0,1
AB403722,2022-2023,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Primaire,Année 4,Féminin,12,Travail enfant,< 1 km,4000-7000 MAD,7,0,0
AB403723,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Qualifiant,Année 1,Masculin,17,Mariage précoce,> 15 km,4000-7000 MAD,1,0,0
AB403724,2015-2016,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Qualifiant,Année 2,Masculin,17,Manque d'infrastructures,< 1 km,< 2000 MAD,7,1,0
AB403725,2023-2024,Casablanca-Settat,CAS,Casablanca,Urbain,Qualifiant,Année 3,Masculin,16,Grossesse,1–5 km,4000-7000 MAD,2,1,0
AB403726,2019-2020,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Rural,Collégial,Année 2,Féminin,14,Éloignement de l'établissement,> 15 km,4000-7000 MAD,8,0,1
AB403727,2015-2016,Casablanca-Settat,CAS,El Jadida,Rural,Primaire,Année 1,Féminin,8,Autre,> 15 km,2000-4000 MAD,1,1,0
AB403728,2018-2019,Oriental,ORI,Taourirt,Rural,Primaire,Année 1,Masculin,9,Difficultés économiques,1–5 km,2000-4000 MAD,6,1,0
AB403729,2021-2022,Oriental,ORI,Berkane,Rural,Qualifiant,Année 3,Masculin,18,Difficultés économiques,< 1 km,2000-4000 MAD,6,0,0
AB403730,2023-2024,Casablanca-Settat,CAS,El Jadida,Rural,Collégial,Année 1,Féminin,14,Mariage précoce,1–5 km,2000-4000 MAD,1,1,0
AB403731,2022-2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Qualifiant,Année 3,Féminin,18,Éloignement de l'établissement,< 1 km,4000-7000 MAD,5,0,1
AB403732,2021-2022,Drâa-Tafilalet,DRA,Errachidia,Urbain,Qualifiant,Année 1,Féminin,17,Difficultés scolaires,5–15 km,2000-4000 MAD,5,1,0
AB403733,2018-2019,Casablanca-Settat,CAS,Benslimane,Rural,Collégial,Année 1,Masculin,15,Éloignement de l'établissement,< 1 km,2000-4000 MAD,3,0,0
AB403734,2022-2023,Fès-Meknès,FES,Taounate,Urbain,Primaire,Année 5,Masculin,9,Difficultés scolaires,> 15 km,2000-4000 MAD,4,1,0
AB403735,2018-2019,Rabat-Salé-Kénitra,RAB,Salé,Rural,Qualifiant,Année 1,Masculin,17,Difficultés scolaires,< 1 km,2000-4000 MAD,4,1,0
AB403736,2022-2023,Marrakech-Safi,MAR,Youssoufia,Rural,Qualifiant,Année 3,Masculin,18,Mariage précoce,1–5 km,< 2000 MAD,7,1,0
AB403737,2023-2024,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Qualifiant,Année 3,Féminin,16,Difficultés économiques,1–5 km,4000-7000 MAD,2,1,0
AB403738,2023-2024,Fès-Meknès,FES,Séfrou,Rural,Qualifiant,Année 1,Féminin,17,Difficultés économiques,1–5 km,< 2000 MAD,2,0,0
AB403739,2018-2019,Fès-Meknès,FES,Taounate,Rural,Collégial,Année 2,Féminin,13,Difficultés économiques,1–5 km,4000-7000 MAD,3,1,1
AB403740,2015-2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Collégial,Année 1,Masculin,13,Mariage précoce,5–15 km,4000-7000 MAD,3,0,0
AB403741,2017-2018,Drâa-Tafilalet,DRA,Errachidia,Urbain,Primaire,Année 6,Féminin,12,Travail enfant,5–15 km,4000-7000 MAD,6,1,0
AB403742,2020-2021,Casablanca-Settat,CAS,Settat,Rural,Primaire,Année 3,Masculin,11,Manque d'infrastructures,1–5 km,4000-7000 MAD,4,1,1
AB403743,2016-2017,Marrakech-Safi,MAR,Marrakech,Rural,Primaire,Année 3,Masculin,12,Travail enfant,1–5 km,> 7000 MAD,3,0,0
AB403744,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Collégial,Année 1,Masculin,15,Difficultés économiques,< 1 km,< 2000 MAD,4,1,0
AB403745,2020-2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Primaire,Année 4,Féminin,9,Travail enfant,1–5 km,4000-7000 MAD,8,1,0
AB403746,2017-2018,Oriental,ORI,Jerada,Rural,Collégial,Année 1,Féminin,14,Éloignement de l'établissement,1–5 km,2000-4000 MAD,4,0,0
AB403747,2020-2021,Casablanca-Settat,CAS,Sidi Bennour,Rural,Qualifiant,Année 3,Masculin,18,Travail enfant,> 15 km,2000-4000 MAD,5,1,1
AB403748,2015-2016,Rabat-Salé-Kénitra,RAB,Salé,Rural,Primaire,Année 1,Féminin,12,Difficultés économiques,1–5 km,< 2000 MAD,2,0,0
AB403749,2017-2018,Marrakech-Safi,MAR,Al Haouz,Rural,Collégial,Année 2,Féminin,13,Manque d'infrastructures,< 1 km,< 2000 MAD,5,0,0
AB403750,2015-2016,Fès-Meknès,FES,El Hajeb,Urbain,Qualifiant,Année 3,Féminin,16,Difficultés économiques,> 15 km,< 2000 MAD,1,0,0
AB403751,2019-2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Qualifiant,Année 2,Féminin,17,Difficultés scolaires,1–5 km,2000-4000 MAD,6,0,0
AB403752,2018-2019,Souss-Massa,SOU,Taroudannt,Rural,Collégial,Année 2,Masculin,14,Éloignement de l'établissement,< 1 km,< 2000 MAD,8,0,1
AB403753,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Qualifiant,Année 3,Masculin,17,Éloignement de l'établissement,< 1 km,2000-4000 MAD,8,0,0
AB403754,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Rural,Primaire,Année 6,Masculin,12,Difficultés scolaires,1–5 km,4000-7000 MAD,7,1,0
AB403755,2018-2019,Marrakech-Safi,MAR,Safi,Urbain,Collégial,Année 2,Féminin,14,Handicap,1–5 km,4000-7000 MAD,7,0,0
AB403756,2016-2017,Oriental,ORI,Nador,Rural,Collégial,Année 3,Masculin,15,Mariage précoce,5–15 km,< 2000 MAD,6,0,0
AB403757,2023-2024,Casablanca-Settat,CAS,Berrechid,Urbain,Qualifiant,Année 3,Féminin,16,Difficultés économiques,1–5 km,> 7000 MAD,7,1,1
AB403758,2016-2017,Marrakech-Safi,MAR,Youssoufia,Rural,Primaire,Année 6,Masculin,7,Éloignement de l'établissement,1–5 km,2000-4000 MAD,1,1,0
AB403759,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Collégial,Année 3,Masculin,15,Travail enfant,< 1 km,2000-4000 MAD,3,1,0
AB403760,2017-2018,Fès-Meknès,FES,El Hajeb,Urbain,Primaire,Année 4,Féminin,9,Difficultés économiques,> 15 km,2000-4000 MAD,6,0,0
AB403761,2018-2019,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Primaire,Année 2,Féminin,12,Travail enfant,< 1 km,2000-4000 MAD,7,0,0
AB403762,2023-2024,Marrakech-Safi,MAR,Safi,Rural,Primaire,Année 2,Masculin,8,Éloignement de l'établissement,< 1 km,< 2000 MAD,4,1,0
AB403763,2020-2021,Drâa-Tafilalet,DRA,Tinghir,Urbain,Qualifiant,Année 2,Masculin,16,Difficultés économiques,1–5 km,4000-7000 MAD,5,0,0
AB403764,2023-2024,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Qualifiant,Année 1,Féminin,17,Handicap,1–5 km,< 2000 MAD,6,0,1
AB403765,2021-2022,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Qualifiant,Année 1,Féminin,17,Mariage précoce,< 1 km,< 2000 MAD,6,0,1
AB403766,2020-2021,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Primaire,Année 5,Féminin,10,Handicap,< 1 km,4000-7000 MAD,3,0,0
AB403767,2023-2024,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Primaire,Année 6,Féminin,7,Travail enfant,< 1 km,4000-7000 MAD,3,0,0
AB403768,2019-2020,Casablanca-Settat,CAS,El Jadida,Urbain,Primaire,Année 2,Masculin,10,Éloignement de l'établissement,1–5 km,< 2000 MAD,7,0,0
AB403769,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Collégial,Année 2,Masculin,14,Éloignement de l'établissement,< 1 km,> 7000 MAD,1,1,1
AB403770,2021-2022,Casablanca-Settat,CAS,El Jadida,Rural,Qualifiant,Année 2,Féminin,18,Difficultés économiques,> 15 km,2000-4000 MAD,7,0,1
AB403771,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Collégial,Année 2,Masculin,14,Mariage précoce,1–5 km,< 2000 MAD,5,0,1
AB403772,2020-2021,Fès-Meknès,FES,Taounate,Urbain,Primaire,Année 2,Masculin,8,Difficultés économiques,5–15 km,4000-7000 MAD,8,1,0
AB403773,2015-2016,Marrakech-Safi,MAR,Youssoufia,Rural,Primaire,Année 3,Féminin,7,Travail enfant,1–5 km,2000-4000 MAD,1,0,0
AB403774,2021-2022,Marrakech-Safi,MAR,Safi,Urbain,Qualifiant,Année 2,Féminin,18,Mariage précoce,5–15 km,< 2000 MAD,7,1,1
AB403775,2020-2021,Fès-Meknès,FES,Taza,Urbain,Collégial,Année 3,Masculin,14,Éloignement de l'établissement,1–5 km,< 2000 MAD,5,1,1
AB403776,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Collégial,Année 1,Féminin,14,Difficultés économiques,< 1 km,2000-4000 MAD,8,0,0
AB403777,2015-2016,Casablanca-Settat,CAS,El Jadida,Urbain,Primaire,Année 2,Féminin,8,Difficultés économiques,> 15 km,< 2000 MAD,6,1,0
AB403778,2016-2017,Drâa-Tafilalet,DRA,Tinghir,Rural,Qualifiant,Année 1,Masculin,16,Manque d'infrastructures,5–15 km,< 2000 MAD,2,1,0
AB403779,2016-2017,Casablanca-Settat,CAS,Khouribga,Rural,Primaire,Année 5,Masculin,11,Éloignement de l'établissement,< 1 km,< 2000 MAD,2,1,1
AB403780,2021-2022,Oriental,ORI,Berkane,Rural,Collégial,Année 2,Féminin,14,Grossesse,< 1 km,< 2000 MAD,5,1,0
AB403781,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Qualifiant,Année 2,Féminin,18,Éloignement de l'établissement,1–5 km,2000-4000 MAD,2,1,1
AB403782,2019-2020,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Collégial,Année 2,Masculin,15,Manque d'infrastructures,< 1 km,< 2000 MAD,6,1,0
AB403783,2023-2024,Marrakech-Safi,MAR,Safi,Rural,Qualifiant,Année 2,Masculin,18,Autre,< 1 km,< 2000 MAD,2,1,0
AB403784,2015-2016,Guelmim-Oued Noun,GUE,Tan-Tan,Rural,Primaire,Année 3,Masculin,9,Handicap,< 1 km,< 2000 MAD,1,0,0
AB403785,2022-2023,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Qualifiant,Année 3,Féminin,18,Handicap,< 1 km,2000-4000 MAD,5,0,0
AB403786,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Collégial,Année 2,Masculin,14,Éloignement de l'établissement,< 1 km,> 7000 MAD,8,1,0
AB403787,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Primaire,Année 5,Féminin,8,Difficultés scolaires,1–5 km,< 2000 MAD,4,0,0
AB403788,2017-2018,Casablanca-Settat,CAS,Mohammadia,Rural,Qualifiant,Année 1,Masculin,16,Grossesse,1–5 km,2000-4000 MAD,7,0,0
AB403789,2020-2021,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Primaire,Année 1,Féminin,8,Travail enfant,1–5 km,2000-4000 MAD,8,0,1
AB403790,2016-2017,Casablanca-Settat,CAS,Khouribga,Rural,Primaire,Année 2,Féminin,9,Difficultés économiques,5–15 km,4000-7000 MAD,7,1,1
AB403791,2019-2020,Oriental,ORI,Oujda-Angad,Urbain,Primaire,Année 4,Masculin,12,Difficultés économiques,< 1 km,4000-7000 MAD,3,0,0
AB403792,2023-2024,Casablanca-Settat,CAS,Settat,Urbain,Collégial,Année 2,Masculin,13,Travail enfant,1–5 km,> 7000 MAD,2,1,0
AB403793,2022-2023,Marrakech-Safi,MAR,Marrakech,Urbain,Primaire,Année 3,Masculin,11,Travail enfant,1–5 km,< 2000 MAD,4,1,0
AB403794,2015-2016,Fès-Meknès,FES,Taounate,Rural,Collégial,Année 1,Féminin,13,Travail enfant,1–5 km,4000-7000 MAD,7,1,1
AB403795,2021-2022,Fès-Meknès,FES,Meknès,Urbain,Primaire,Année 5,Féminin,8,Travail enfant,1–5 km,> 7000 MAD,7,0,0
AB403796,2023-2024,Marrakech-Safi,MAR,Al Haouz,Urbain,Collégial,Année 3,Féminin,13,Difficultés économiques,1–5 km,> 7000 MAD,4,1,0
AB403797,2019-2020,Drâa-Tafilalet,DRA,Midelt,Rural,Collégial,Année 2,Masculin,14,Travail enfant,< 1 km,2000-4000 MAD,3,0,0
AB403798,2019-2020,Fès-Meknès,FES,El Hajeb,Rural,Primaire,Année 4,Masculin,11,Handicap,< 1 km,2000-4000 MAD,6,0,0
AB403799,2018-2019,Casablanca-Settat,CAS,Berrechid,Urbain,Primaire,Année 2,Masculin,8,Handicap,< 1 km,< 2000 MAD,7,0,0
AB403800,2015-2016,Drâa-Tafilalet,DRA,Zagora,Rural,Primaire,Année 1,Masculin,7,Manque d'infrastructures,5–15 km,2000-4000 MAD,2,1,0
AB403801,2019-2020,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 1,Féminin,14,Difficultés scolaires,5–15 km,< 2000 MAD,6,1,0
AB403802,2021-2022,Fès-Meknès,FES,Taounate,Rural,Collégial,Année 1,Masculin,14,Difficultés économiques,5–15 km,> 7000 MAD,5,0,0
AB403803,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Collégial,Année 1,Masculin,14,Grossesse,5–15 km,4000-7000 MAD,8,1,0
AB403804,2015-2016,Fès-Meknès,FES,Taza,Urbain,Qualifiant,Année 3,Féminin,17,Mariage précoce,< 1 km,4000-7000 MAD,2,0,0
AB403805,2022-2023,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Primaire,Année 1,Masculin,8,Difficultés scolaires,1–5 km,4000-7000 MAD,3,0,0
AB403806,2017-2018,Fès-Meknès,FES,El Hajeb,Rural,Primaire,Année 4,Masculin,10,Travail enfant,5–15 km,< 2000 MAD,2,0,1
AB403807,2019-2020,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Collégial,Année 2,Masculin,14,Manque d'infrastructures,1–5 km,2000-4000 MAD,1,0,0
AB403808,2018-2019,Oriental,ORI,Jerada,Urbain,Primaire,Année 1,Masculin,7,Éloignement de l'établissement,1–5 km,> 7000 MAD,7,1,0
AB403809,2017-2018,Fès-Meknès,FES,Taounate,Rural,Primaire,Année 5,Masculin,12,Difficultés économiques,1–5 km,> 7000 MAD,3,0,0
AB403810,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Primaire,Année 1,Féminin,11,Éloignement de l'établissement,> 15 km,> 7000 MAD,5,1,1
AB403811,2016-2017,Marrakech-Safi,MAR,Al Haouz,Rural,Qualifiant,Année 1,Masculin,16,Difficultés scolaires,< 1 km,< 2000 MAD,3,0,0
AB403812,2022-2023,Marrakech-Safi,MAR,Essaouira,Urbain,Qualifiant,Année 2,Féminin,17,Mariage précoce,1–5 km,2000-4000 MAD,2,1,0
AB403813,2016-2017,Fès-Meknès,FES,Meknès,Urbain,Qualifiant,Année 3,Masculin,17,Éloignement de l'établissement,> 15 km,> 7000 MAD,2,0,0
AB403814,2016-2017,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 1,Masculin,15,Manque d'infrastructures,1–5 km,4000-7000 MAD,5,0,0
AB403815,2016-2017,Marrakech-Safi,MAR,Essaouira,Rural,Primaire,Année 1,Masculin,10,Travail enfant,< 1 km,< 2000 MAD,1,1,0
AB403816,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Collégial,Année 2,Masculin,15,Difficultés économiques,> 15 km,2000-4000 MAD,5,0,1
AB403817,2015-2016,Oriental,ORI,Nador,Urbain,Primaire,Année 2,Masculin,9,Autre,1–5 km,< 2000 MAD,6,0,1
AB403818,2019-2020,Casablanca-Settat,CAS,Berrechid,Urbain,Qualifiant,Année 1,Masculin,16,Mariage précoce,> 15 km,< 2000 MAD,8,1,1
AB403819,2015-2016,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Collégial,Année 3,Féminin,14,Mariage précoce,1–5 km,< 2000 MAD,2,1,0
AB403820,2021-2022,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Primaire,Année 2,Féminin,10,Éloignement de l'établissement,5–15 km,2000-4000 MAD,2,1,1
AB403821,2016-2017,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 2,Masculin,15,Mariage précoce,1–5 km,4000-7000 MAD,1,1,0
AB403822,2017-2018,Casablanca-Settat,CAS,Berrechid,Rural,Collégial,Année 1,Féminin,14,Difficultés scolaires,1–5 km,2000-4000 MAD,8,0,0
AB403823,2023-2024,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Rural,Primaire,Année 4,Masculin,11,Éloignement de l'établissement,< 1 km,< 2000 MAD,4,1,1
AB403824,2019-2020,Rabat-Salé-Kénitra,RAB,Salé,Rural,Collégial,Année 2,Féminin,15,Manque d'infrastructures,< 1 km,2000-4000 MAD,5,0,0
AB403825,2017-2018,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Qualifiant,Année 3,Masculin,18,Grossesse,1–5 km,2000-4000 MAD,6,1,1
AB403826,2015-2016,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Collégial,Année 2,Masculin,15,Travail enfant,1–5 km,4000-7000 MAD,5,1,0
AB403827,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Primaire,Année 6,Masculin,9,Difficultés scolaires,1–5 km,4000-7000 MAD,4,1,1
AB403828,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Primaire,Année 3,Féminin,11,Travail enfant,1–5 km,> 7000 MAD,2,1,0
AB403829,2016-2017,Oriental,ORI,Figuig,Urbain,Collégial,Année 1,Masculin,14,Travail enfant,> 15 km,< 2000 MAD,4,0,0
AB403830,2015-2016,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Collégial,Année 3,Féminin,15,Difficultés scolaires,< 1 km,< 2000 MAD,3,1,0
AB403831,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Collégial,Année 2,Féminin,15,Difficultés économiques,1–5 km,4000-7000 MAD,6,1,0
AB403832,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Collégial,Année 1,Féminin,15,Grossesse,> 15 km,> 7000 MAD,7,1,0
AB403833,2023-2024,Casablanca-Settat,CAS,Settat,Rural,Collégial,Année 3,Masculin,13,Travail enfant,< 1 km,4000-7000 MAD,8,0,0
AB403834,2016-2017,Casablanca-Settat,CAS,Khouribga,Rural,Qualifiant,Année 2,Féminin,16,Difficultés scolaires,1–5 km,2000-4000 MAD,5,0,1
AB403835,2023-2024,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Urbain,Qualifiant,Année 1,Masculin,17,Difficultés économiques,1–5 km,< 2000 MAD,1,0,1
AB403836,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Collégial,Année 2,Masculin,14,Mariage précoce,1–5 km,4000-7000 MAD,8,0,0
AB403837,2023-2024,Oriental,ORI,Berkane,Rural,Collégial,Année 3,Masculin,14,Manque d'infrastructures,< 1 km,4000-7000 MAD,4,1,0
AB403838,2021-2022,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Collégial,Année 3,Masculin,13,Handicap,1–5 km,4000-7000 MAD,7,0,0
AB403839,2018-2019,Fès-Meknès,FES,Fès,Urbain,Collégial,Année 1,Masculin,15,Travail enfant,< 1 km,2000-4000 MAD,7,1,1
AB403840,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Primaire,Année 1,Masculin,7,Difficultés scolaires,< 1 km,2000-4000 MAD,8,1,0
AB403841,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Primaire,Année 6,Féminin,7,Travail enfant,< 1 km,< 2000 MAD,2,0,1
AB403842,2017-2018,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 2,Féminin,14,Difficultés économiques,5–15 km,2000-4000 MAD,8,1,1
AB403843,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Collégial,Année 3,Masculin,14,Difficultés économiques,1–5 km,2000-4000 MAD,8,0,0
AB403844,2019-2020,Casablanca-Settat,CAS,El Jadida,Rural,Qualifiant,Année 2,Masculin,17,Difficultés scolaires,< 1 km,< 2000 MAD,8,0,1
AB403845,2020-2021,Oriental,ORI,Driouch,Urbain,Primaire,Année 1,Féminin,10,Travail enfant,5–15 km,> 7000 MAD,8,0,0
AB403846,2021-2022,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Primaire,Année 5,Masculin,9,Travail enfant,< 1 km,2000-4000 MAD,1,1,0
AB403847,2023-2024,Oriental,ORI,Figuig,Rural,Primaire,Année 1,Féminin,8,Difficultés économiques,< 1 km,> 7000 MAD,8,1,0
AB403848,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Primaire,Année 2,Féminin,9,Manque d'infrastructures,1–5 km,4000-7000 MAD,4,0,0
AB403849,2018-2019,Souss-Massa,SOU,Taroudannt,Rural,Collégial,Année 2,Masculin,15,Mariage précoce,< 1 km,2000-4000 MAD,1,0,1
AB403850,2018-2019,Casablanca-Settat,CAS,Sidi Bennour,Rural,Collégial,Année 3,Masculin,14,Travail enfant,5–15 km,< 2000 MAD,2,0,1
AB403851,2018-2019,Souss-Massa,SOU,Tata,Rural,Qualifiant,Année 3,Féminin,18,Autre,5–15 km,> 7000 MAD,6,1,0
AB403852,2020-2021,Oriental,ORI,Driouch,Rural,Collégial,Année 1,Féminin,13,Difficultés scolaires,< 1 km,4000-7000 MAD,6,1,0
AB403853,2021-2022,Souss-Massa,SOU,Taroudannt,Rural,Primaire,Année 3,Masculin,10,Difficultés économiques,< 1 km,2000-4000 MAD,3,1,0
AB403854,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Primaire,Année 5,Masculin,12,Éloignement de l'établissement,< 1 km,> 7000 MAD,3,0,1
AB403855,2015-2016,Casablanca-Settat,CAS,Khouribga,Urbain,Collégial,Année 2,Masculin,14,Difficultés économiques,1–5 km,2000-4000 MAD,2,0,1
AB403856,2022-2023,Casablanca-Settat,CAS,El Jadida,Rural,Qualifiant,Année 1,Masculin,18,Difficultés économiques,> 15 km,2000-4000 MAD,6,1,1
AB403857,2019-2020,Oriental,ORI,Figuig,Rural,Primaire,Année 5,Féminin,10,Mariage précoce,5–15 km,2000-4000 MAD,4,0,0
AB403858,2018-2019,Casablanca-Settat,CAS,Berrechid,Urbain,Collégial,Année 3,Masculin,13,Travail enfant,1–5 km,4000-7000 MAD,8,0,0
AB403859,2021-2022,Fès-Meknès,FES,Meknès,Rural,Qualifiant,Année 1,Féminin,17,Difficultés économiques,1–5 km,> 7000 MAD,2,1,0
AB403860,2016-2017,Oriental,ORI,Nador,Rural,Collégial,Année 1,Féminin,14,Difficultés scolaires,< 1 km,4000-7000 MAD,5,1,0
AB403861,2016-2017,Oriental,ORI,Taourirt,Urbain,Collégial,Année 1,Féminin,13,Difficultés scolaires,< 1 km,< 2000 MAD,5,1,0
AB403862,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Primaire,Année 4,Masculin,8,Éloignement de l'établissement,5–15 km,4000-7000 MAD,1,1,1
AB403863,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Primaire,Année 6,Masculin,8,Difficultés scolaires,> 15 km,< 2000 MAD,6,0,0
AB403864,2020-2021,Fès-Meknès,FES,Ifrane,Rural,Collégial,Année 3,Féminin,14,Autre,> 15 km,4000-7000 MAD,7,1,1
AB403865,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Qualifiant,Année 3,Féminin,17,Handicap,1–5 km,< 2000 MAD,3,1,0
AB403866,2019-2020,Marrakech-Safi,MAR,Essaouira,Urbain,Primaire,Année 6,Féminin,12,Travail enfant,1–5 km,< 2000 MAD,7,0,0
